,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,new_sum_loans,new_div_loans,exist_NY,grade_cat
776,,,7800,7800,7800, 36 months,7.02,240.92,A,A2,Mechanic,10+ years,OWN,40000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,247xx,WV,8.31,0,Jun-04,0,,,3,0,2157,14.0,19,w,7408.28,7408.28,477.28,477.28,391.72,85.56,0,0,0,Feb-19,240.92,Mar-19,Feb-19,0,,1,Individual,,,,0,0,8343,0,1,1,2,8.0,6186,79.0,0,0,2059,36,15400,0,0,0,2,2781,13243.0,14.0,0,0,99.0,174,61,8,0,61.0,,,,0,2,2,2,5,10,2,9,2,3,0.0,0,0,1,100.0,0.0,0,0,23200,8343,15400,7800,,,,,,,,,,,,N,15600,1111.111111111111,False,0
777,,,28000,28000,28000, 60 months,14.47,658.36,C,C2,Construction Manager,3 years,MORTGAGE,54000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,240xx,VA,28.44,0,May-02,1,,102.0,6,1,6613,57.5,40,w,27354.67,27354.67,1114.15,1114.15,645.33,468.82,0,0,0,Feb-19,658.36,Mar-19,Feb-19,0,,1,Individual,,,,0,0,87222,1,4,0,1,14.0,80609,63.0,2,3,4943,62,11500,2,3,5,4,14537,4887.0,57.5,0,0,104.0,199,5,5,1,8.0,,4.0,,0,2,2,2,7,26,2,13,2,6,0.0,0,0,2,100.0,0.0,1,0,106505,87222,11500,95005,,,,,,,,,,,,N,56000,1935.0380096751899,False,2
778,,,25000,25000,25000, 60 months,11.8,553.59,B,B4,Dealer,5 years,RENT,72000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,925xx,CA,30.5,0,Jan-04,1,,103.0,17,1,14227,24.2,27,w,24381.46,24381.46,1082.6,1082.6,618.54,464.06,0,0,0,Feb-19,553.59,Mar-19,Feb-19,0,,1,Individual,,,,0,0,35936,1,3,0,0,28.0,21709,35.0,1,2,7750,30,58800,1,2,1,2,2114,31177.0,31.2,0,0,75.0,179,4,4,0,4.0,,4.0,,0,4,5,7,11,6,14,20,5,17,0.0,0,0,1,100.0,14.3,1,0,120584,35936,45300,61784,,,,,,,,,,,,N,50000,2118.64406779661,False,1
779,,,6500,6500,6500, 36 months,8.19,204.26,A,A4,,,RENT,105000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,234xx,VA,24.01,0,Aug-85,0,,89.0,5,1,6334,30.0,12,w,6179.11,6179.11,404.08,404.08,320.89,83.19,0,0,0,Feb-19,204.26,Mar-19,Dec-18,0,,1,Individual,,,,0,0,75333,0,3,1,2,8.0,68999,75.0,0,0,5845,30,21000,0,1,0,2,15066,10500.0,30.0,0,0,159.0,400,28,8,0,28.0,,13.0,,0,2,2,2,2,8,2,4,2,5,,0,0,1,100.0,0.0,1,0,113561,75333,21000,92561,,,,,,,,,,,,N,13000,793.6507936507937,False,0
780,,,40000,40000,40000, 36 months,6.46,1225.24,A,A1,Administrator,1 year,MORTGAGE,100000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,452xx,OH,23.65,0,May-96,1,,,10,0,58240,62.7,16,w,37974.75,37974.75,2428.95,2428.95,2025.25,403.7,0,0,0,Feb-19,1225.24,Mar-19,Feb-19,0,,1,Joint App,127000.0,20.65,,0,0,205194,0,2,0,1,15.0,19296,62.0,1,2,16781,62,92900,0,3,5,4,20519,32560.0,64.1,0,0,143.0,271,12,12,3,23.0,,1.0,,0,6,6,6,6,4,7,9,6,10,0.0,0,0,1,100.0,33.3,0,0,256299,77536,90800,31399,65567.0,May-96,1.0,2.0,6.0,85.8,1.0,6.0,0.0,0.0,,N,80000,6191.950464396285,False,0
781,,,5000,5000,5000, 36 months,26.31,202.28,E,E4,Manager,2 years,RENT,72000,Not Verified,Dec-18,Current,n,,,moving,Moving and relocation,112xx,NY,17.52,0,Jan-90,1,,,10,0,14218,58.0,13,w,4812.66,4812.66,393.6,393.6,187.34,206.26,0,0,0,Feb-19,202.28,Mar-19,Feb-19,0,,1,Individual,,,,0,0,31020,2,2,1,1,5.0,16802,54.0,2,2,5089,56,24500,1,0,2,3,3102,1707.0,89.1,0,0,175.0,347,4,4,0,4.0,,5.0,,0,5,7,5,8,2,8,11,7,10,0.0,0,0,3,100.0,80.0,0,0,55856,31020,15700,31356,,,,,,,,,,,,N,10000,190.04180919802357,True,4
782,,,15000,15000,15000, 60 months,16.91,372.07,C,C5,Manager,10+ years,RENT,76000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,672xx,KS,24.03,0,Nov-78,0,,,19,0,41250,45.5,30,w,14676.35,14676.35,723.0,723.0,323.65,399.35,0,0,0,Feb-19,372.07,Mar-19,Feb-19,0,,1,Individual,,,,0,0,65590,0,1,0,1,17.0,24340,81.0,0,2,10456,54,90700,1,0,0,3,3644,45450.0,47.6,0,0,60.0,481,16,16,0,16.0,,17.0,,0,11,11,16,19,6,18,24,11,19,0.0,0,0,0,100.0,18.8,0,0,120700,65590,86700,30000,,,,,,,,,,,,N,30000,887.0490833826138,False,2
783,,,19700,19700,19700, 60 months,10.72,425.58,B,B2,Networking,2 years,MORTGAGE,32000,Verified,Dec-18,Current,n,,,other,Other,303xx,GA,1.31,0,Apr-06,0,,,8,0,691,1.7,15,w,19450.4,19450.4,466.65,466.65,249.6,217.05,0,0,0,Feb-19,484.25,Mar-19,Feb-19,0,,1,Joint App,64000.0,6.68,Verified,0,0,691,1,0,0,0,32.0,0,,1,3,691,2,41500,0,0,0,3,99,35909.0,1.9,0,0,92.0,152,5,5,0,16.0,,16.0,,0,1,1,5,8,3,8,12,1,8,0.0,0,0,1,100.0,0.0,0,0,41500,691,36600,0,10661.0,Jan-12,2.0,1.0,7.0,100.7,1.0,5.0,0.0,0.0,,N,39400,1837.686567164179,False,1
784,,,10000,10000,10000, 60 months,14.47,235.13,C,C2,Tower  technician ,4 years,OWN,54000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,316xx,GA,25.09,0,Feb-08,0,78.0,,8,0,5878,18.9,15,w,9769.53,9769.53,458.2,458.2,230.47,227.73,0,0,0,Feb-19,235.13,Mar-19,Feb-19,0,78.0,1,Individual,,,,0,0,45132,1,2,0,2,20.0,39254,78.0,1,4,4391,43,31100,2,4,0,6,5642,11709.0,27.3,0,0,130.0,123,0,0,0,0.0,78.0,13.0,78.0,1,1,2,2,3,6,6,9,2,8,0.0,0,0,1,93.3,0.0,0,0,86839,45132,16100,55739,,,,,,,,,,,,N,20000,691.085003455425,False,2
785,,,5000,5000,5000, 36 months,10.33,162.12,B,B1,Retail Manager,9 years,MORTGAGE,144000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,151xx,PA,9.76,0,Sep-10,0,,,9,0,21151,62.4,16,f,4760.82,4760.82,319.94,319.94,239.18,80.76,0,0,0,Feb-19,162.12,Mar-19,Feb-19,0,,1,Individual,,,,0,0,145085,0,1,1,1,9.0,35049,,0,0,4506,62,33900,0,0,0,1,16121,1513.0,88.0,0,0,53.0,99,29,9,1,49.0,,,,0,3,7,3,6,3,7,12,7,9,0.0,0,0,1,100.0,66.7,0,0,171477,56200,12600,38407,,,,,,,,,,,,N,10000,484.027105517909,False,1
786,,,30000,30000,30000, 36 months,16.14,1056.79,C,C4,Manager,4 years,MORTGAGE,91000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,441xx,OH,33.48,0,Oct-01,0,45.0,,17,0,10414,14.4,26,f,29346.71,29346.71,1043.34,1043.34,653.29,390.05,0,0,0,Feb-19,1083.69,Mar-19,Feb-19,0,,1,Individual,,,,0,0,166800,0,5,1,5,12.0,93421,67.0,0,1,3455,41,72500,1,0,0,6,9812,52891.0,13.6,0,0,112.0,206,18,12,2,28.0,,13.0,,0,5,6,8,8,12,11,12,6,17,0.0,0,0,1,96.2,0.0,0,0,266331,103835,61200,120733,,,,,,,,,,,,N,60000,1858.736059479554,False,2
787,,,27000,27000,27000, 60 months,22.35,751.1,D,D5,executive chef,1 year,MORTGAGE,75000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,299xx,SC,15.62,0,Nov-06,0,39.0,,8,0,15788,40.4,12,w,26498.93,26498.93,1451.91,1451.91,501.07,950.84,0,0,0,Feb-19,751.1,Mar-19,Feb-19,0,,1,Individual,,,,0,0,219466,0,1,0,0,42.0,10136,39.0,0,3,11407,40,39100,1,0,0,3,27433,13967.0,53.0,0,0,73.0,145,21,21,2,21.0,,13.0,72.0,0,2,3,4,4,3,6,7,3,8,0.0,0,0,0,83.3,25.0,0,0,285869,25924,29700,26000,,,,,,,,,,,,N,54000,1208.0536912751677,False,3
788,,,10500,10500,10500, 36 months,14.47,361.27,C,C2,painter,10+ years,RENT,51500,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,063xx,CT,2.68,0,Mar-07,0,36.0,,5,0,4137,19.8,7,w,10027.86,10027.86,709.88,709.88,472.14,237.74,0,0,0,Feb-19,361.27,Mar-19,Feb-19,0,36.0,1,Individual,,,,0,0,4137,1,0,0,0,,0,,1,4,2831,20,20900,0,0,0,4,827,13563.0,23.4,0,0,,141,1,1,1,1.0,,,,1,4,4,4,5,0,5,6,4,5,0.0,0,0,1,83.3,25.0,0,0,20900,4137,17700,0,,,,,,,,,,,,N,21000,725.6392536281962,False,2
789,,,9000,9000,9000, 36 months,7.56,280.21,A,A3,Accounting,4 years,RENT,47000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,946xx,CA,26.12,1,Dec-13,1,22.0,,9,0,8254,37.5,12,w,8046.1,8046.1,1054.75,1054.75,953.9,100.85,0,0,0,Feb-19,280.21,Mar-19,Feb-19,0,,1,Individual,,,,0,0,30974,2,2,2,2,1.0,22720,83.0,1,1,4583,63,22000,0,1,2,3,3442,7995.0,48.1,0,0,60.0,56,6,1,0,30.0,,1.0,22.0,0,4,6,4,4,4,7,8,6,9,0.0,0,0,3,91.7,0.0,0,0,49502,30974,15400,27502,,,,,,,,,,,,N,18000,1190.4761904761906,False,0
790,,,16000,16000,16000, 36 months,11.8,529.91,B,B4,Maintenance,< 1 year,MORTGAGE,35000,Verified,Dec-18,Current,n,,,major_purchase,Major purchase,606xx,IL,15.84,0,Mar-99,0,59.0,,5,0,14231,59.8,14,w,15251.18,15251.18,1044.09,1044.09,748.82,295.27,0,0,0,Feb-19,529.91,Mar-19,Feb-19,0,59.0,1,Joint App,125000.0,24.14,Verified,0,0,152898,0,0,0,0,165.0,0,,0,1,4655,60,23800,0,0,0,1,30580,8686.0,59.2,0,0,165.0,237,21,21,2,21.0,,21.0,59.0,1,3,4,3,5,1,4,11,4,5,0.0,0,0,0,92.9,33.3,0,0,247800,14231,21300,0,39752.0,Dec-00,0.0,2.0,18.0,96.1,11.0,11.0,1.0,1.0,6.0,N,32000,1355.9322033898304,False,1
791,,,20000,20000,20000, 36 months,11.8,662.38,B,B4,Senior Care Coordinator,10+ years,OWN,75000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,111xx,NY,15.66,1,May-85,2,2.0,,14,0,25180,29.6,30,w,19063.99,19063.99,1305.09,1305.09,936.01,369.08,0,0,0,Feb-19,662.38,Mar-19,Feb-19,0,,1,Individual,,,,0,0,53735,1,1,1,1,6.0,28555,95.0,1,2,14394,47,85000,0,0,2,3,3838,42858.0,36.3,0,0,6.0,403,12,6,0,22.0,2.0,2.0,2.0,0,4,5,9,15,1,13,29,5,14,0.0,0,0,2,93.3,0.0,0,0,115000,53735,67300,30000,,,,,,,,,,,,N,40000,1694.915254237288,True,1
792,,,8400,8400,8400, 36 months,11.31,276.25,B,B3,Driver/messenger ,1 year,RENT,43000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,481xx,MI,8.74,0,May-05,0,,113.0,23,1,7667,44.8,32,w,7838.43,7838.43,669.0,669.0,561.57,107.43,0,0,0,Feb-19,276.25,Mar-19,Feb-19,0,,1,Individual,,,,0,0,115524,0,18,1,1,7.0,107857,130.0,0,1,7597,115,17100,1,0,1,2,5023,3903.0,66.1,0,0,163.0,109,24,7,0,59.0,,7.0,,0,1,2,2,2,24,5,8,2,23,0.0,0,0,1,100.0,0.0,1,0,100162,115524,11500,83062,,,,,,,,,,,,N,16800,742.7055702917771,False,1
793,,,11000,11000,11000, 60 months,10.33,235.51,B,B1,Nurse,7 years,MORTGAGE,87000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,441xx,OH,15.88,0,Sep-02,1,,112.0,15,1,8456,18.8,31,w,10717.15,10717.15,461.55,461.55,282.85,178.7,0,0,0,Feb-19,235.51,Mar-19,Feb-19,0,,1,Individual,,,,0,0,58368,2,3,2,3,1.0,49912,94.0,1,3,3914,59,44900,4,0,5,6,3891,16199.0,24.3,0,0,195.0,106,7,1,0,17.0,,1.0,,0,4,9,4,8,14,12,17,9,15,0.0,0,0,3,100.0,0.0,1,0,98307,58368,21400,53407,,,,,,,,,,,,N,22000,1064.8596321393998,False,1
794,,,3375,3375,3375, 36 months,14.47,116.13,C,C2,Special Education Teacher,4 years,MORTGAGE,39409,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,609xx,IL,5.76,0,Nov-03,2,,,6,0,3331,19.0,8,w,3223.22,3223.22,228.19,228.19,151.78,76.41,0,0,0,Feb-19,116.13,Mar-19,Feb-19,0,,1,Individual,,,,0,0,69343,3,2,2,2,2.0,3378,97.0,1,1,2660,32,17500,2,0,2,3,11557,14169.0,19.0,0,0,4.0,181,2,2,2,2.0,,2.0,,0,3,3,3,3,2,3,4,3,6,0.0,0,0,3,100.0,0.0,0,0,91400,6709,17500,3500,,,,,,,,,,,,N,6750,233.24118866620594,False,2
795,,,5500,5500,5500, 36 months,6.46,168.47,A,A1,Fitness Consultant,< 1 year,OWN,40000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,064xx,CT,6.57,0,May-14,0,,,7,0,5482,43.5,13,w,5221.53,5221.53,333.98,333.98,278.47,55.51,0,0,0,Feb-19,168.47,Mar-19,Feb-19,0,,1,Individual,,,,0,0,5482,2,0,0,0,33.0,0,,3,4,2069,44,12600,0,1,0,4,783,889.0,83.2,0,0,33.0,55,2,2,0,2.0,,,,0,3,6,3,4,1,7,12,6,7,0.0,0,0,3,100.0,66.7,0,0,12600,5482,5300,0,,,,,,,,,,,,N,11000,851.3931888544892,False,0
796,,,32625,32625,32625, 36 months,12.98,1098.96,B,B5,Chief of police,2 years,MORTGAGE,166000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,245xx,VA,35.01,1,Nov-82,1,15.0,,19,0,64431,87.4,41,w,31878.93,31878.93,1087.2,1087.2,746.07,341.13,0,0,0,Feb-19,1122.49,Mar-19,Feb-19,0,,1,Joint App,189000.0,32.43,Source Verified,0,0,277241,0,7,0,2,19.0,81717,61.0,0,0,13752,72,73700,1,12,1,2,14592,6989.0,86.8,0,0,160.0,433,27,19,3,28.0,,6.0,15.0,0,6,10,7,7,19,11,19,10,19,0.0,0,0,0,97.6,85.7,0,0,356560,146148,53000,134060,95337.0,Jul-99,0.0,3.0,20.0,78.0,3.0,24.0,0.0,0.0,,N,65250,2513.482280431433,False,1
797,,,12000,12000,12000, 36 months,7.02,370.64,A,A2,Pipefitter,1 year,MORTGAGE,80000,Not Verified,Dec-18,Current,n,,,home_improvement,Home improvement,674xx,KS,34.19,0,Sep-03,0,27.0,,12,0,10113,42.5,22,w,11397.36,11397.36,734.26,734.26,602.64,131.62,0,0,0,Feb-19,370.64,Mar-19,Feb-19,0,57.0,1,Joint App,138000.0,24.98,Not Verified,0,0,251235,0,5,2,4,8.0,107222,82.0,1,1,4225,67,23800,3,2,3,5,20936,12487.0,44.7,0,0,178.0,183,11,8,2,11.0,54.0,8.0,54.0,1,5,5,5,8,10,6,10,5,12,0.0,0,0,3,77.3,20.0,0,0,309117,117335,22600,127072,19903.0,Jan-01,0.0,2.0,22.0,43.3,11.0,15.0,0.0,0.0,39.0,N,24000,1709.4017094017095,False,0
798,,,35000,35000,35000, 60 months,17.97,888.2,D,D1,Regional Business Director,2 years,RENT,120000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,070xx,NJ,23.92,0,Nov-06,1,70.0,,11,0,10728,38.6,37,w,34266.4,34266.4,1723.99,1723.99,733.6,990.39,0,0,0,Feb-19,888.2,Mar-19,Feb-19,0,,1,Individual,,,,0,0,135052,1,4,1,3,4.0,119934,62.0,1,3,5236,53,27800,0,0,1,6,12277,17072.0,38.6,0,0,145.0,144,10,4,0,10.0,,4.0,,0,3,3,6,10,22,6,14,3,11,0.0,0,0,2,100.0,33.3,0,0,180124,135052,27800,143249,,,,,,,,,,,,N,70000,1947.6905954368392,False,3
799,,,8000,8000,8000, 36 months,8.19,251.4,A,A4,Mix pesticides,9 years,RENT,63000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,334xx,FL,8.53,0,Oct-07,0,,,7,0,5653,33.3,19,w,7605.06,7605.06,497.34,497.34,394.94,102.4,0,0,0,Feb-19,251.4,Mar-19,Feb-19,0,,1,Individual,,,,0,2451,10155,0,1,0,1,19.0,4502,56.0,0,0,4088,41,17000,3,0,0,1,1451,6214.0,46.4,0,0,66.0,134,29,19,0,29.0,,16.0,,0,2,3,3,8,2,6,17,3,7,0.0,0,0,0,100.0,0.0,0,0,25000,10155,11600,8000,,,,,,,,,,,,N,16000,976.8009768009769,False,0
800,,,10000,10000,10000, 60 months,12.98,227.43,B,B5,kitchen and bath designer,1 year,MORTGAGE,60000,Not Verified,Dec-18,Fully Paid,n,,,car,Car financing,028xx,RI,12.25,1,Aug-95,1,17.0,,23,0,15927,21.8,40,w,0.0,0.0,10072.10778,10072.11,10000.0,72.11,0,0,0,Jan-19,10082.93,,Feb-19,0,,1,Individual,,,,0,0,157586,1,2,0,1,23.0,7069,39.0,1,2,8703,23,73200,1,1,1,3,6852,40231.0,23.1,0,0,159.0,159,1,1,1,1.0,17.0,4.0,17.0,0,4,6,10,15,4,19,34,6,23,0.0,0,0,1,95.0,10.0,0,0,250852,23216,52300,18367,,,,,,,,,,,,N,20000,770.4160246533128,False,1
801,,,20000,20000,20000, 36 months,10.33,648.45,B,B1,distributor,8 years,MORTGAGE,60000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,960xx,CA,16.42,0,Nov-84,0,,,3,0,13138,82.1,6,w,19043.33,19043.33,1279.68,1279.68,956.67,323.01,0,0,0,Feb-19,648.45,Mar-19,Feb-19,0,,1,Individual,,,,0,0,19822,0,1,0,0,33.0,6684,49.0,0,0,8732,67,16000,0,0,0,0,6607,2862.0,82.1,0,0,33.0,409,34,33,0,34.0,,16.0,,0,2,2,2,4,1,2,5,2,3,0.0,0,0,0,100.0,50.0,0,0,29700,19822,16000,13700,,,,,,,,,,,,N,40000,1936.108422071636,False,1
802,,,36000,36000,36000, 36 months,10.33,1167.21,B,B1,Account manager ,10+ years,OWN,118000,Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,117xx,NY,25.05,0,Jan-04,0,,,13,0,23084,55.6,18,w,34278.0,34278.0,2303.43,2303.43,1722.0,581.43,0,0,0,Feb-19,1167.21,Mar-19,Feb-19,0,,1,Individual,,,,0,0,69704,0,2,1,3,7.0,46620,54.0,0,1,7013,55,41500,0,0,1,4,5362,11916.0,58.8,0,0,25.0,179,22,7,0,22.0,,8.0,,0,5,9,6,7,4,11,14,9,13,0.0,0,0,1,100.0,50.0,0,0,105034,69704,28900,63534,,,,,,,,,,,,N,72000,3484.9951597289446,True,1
803,,,15000,15000,15000, 36 months,8.19,471.37,A,A4,,< 1 year,MORTGAGE,260000,Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,432xx,OH,16.63,0,Apr-00,0,38.0,,20,0,82580,85.4,34,w,14259.49,14259.49,932.5,932.5,740.51,191.99,0,0,0,Feb-19,471.37,Mar-19,Feb-19,0,,1,Individual,,,,0,0,506112,0,3,1,1,9.0,18701,47.0,1,1,17061,74,96700,0,0,4,3,26637,10739.0,88.3,0,0,143.0,224,8,8,4,68.0,38.0,11.0,38.0,0,10,13,11,15,5,16,25,13,20,0.0,0,0,3,97.1,81.8,0,0,549099,101281,92000,39899,,,,,,,,,,,,N,30000,1831.5018315018317,False,0
804,,,17500,17500,17500, 60 months,22.35,486.82,D,D5,Store Manager,9 years,MORTGAGE,50000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,448xx,OH,36.92,0,Sep-08,1,,,16,0,11232,35.4,37,w,17339.12,17339.12,454.23,454.23,160.88,293.35,0,0,0,Feb-19,486.82,Mar-19,Feb-19,0,,1,Joint App,80000.0,36.79,Verified,0,0,174230,1,3,1,3,7.0,54626,89.0,2,4,2336,71,31700,4,2,8,7,10889,4029.0,54.7,0,0,120.0,123,5,5,4,9.0,,1.0,,0,3,9,4,6,14,12,19,9,16,0.0,0,0,3,100.0,50.0,0,0,205817,65858,8900,61684,54604.0,Oct-08,2.0,4.0,20.0,83.7,2.0,26.0,0.0,0.0,,N,35000,782.9977628635346,False,3
805,,,10400,10400,10400, 36 months,12.98,350.32,B,B5,Retail Relationship Banker,10+ years,MORTGAGE,66000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,150xx,PA,23.38,0,Apr-06,0,,112.0,13,1,11634,55.9,16,f,10162.17,10162.17,346.57,346.57,237.83,108.74,0,0,0,Feb-19,357.82,Mar-19,Feb-19,0,,1,Individual,,,,0,0,50864,1,5,0,3,14.0,39230,88.0,2,3,5353,78,20800,3,1,1,6,3913,1256.0,81.8,0,0,152.0,97,3,3,0,18.0,,12.0,,0,2,7,3,3,8,8,8,7,13,0.0,0,0,2,100.0,33.3,1,0,65471,50864,6900,44671,,,,,,,,,,,,N,20800,801.2326656394453,False,1
806,,,10450,10450,10450, 36 months,11.31,343.66,B,B3,Library Associate,< 1 year,MORTGAGE,30000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,121xx,NY,13.44,0,Aug-08,0,,,8,0,9482,55.8,11,w,9957.35,9957.35,677.47,677.47,492.65,184.82,0,0,0,Feb-19,343.66,Mar-19,Feb-19,0,,1,Individual,,,,0,0,104871,0,3,0,0,101.0,95389,98.0,0,0,3183,69,17000,0,0,0,0,13109,6518.0,59.3,0,0,124.0,111,31,31,0,31.0,,,,0,4,4,4,5,4,5,7,4,8,0.0,0,0,0,100.0,50.0,0,0,103423,104871,16000,86423,,,,,,,,,,,,N,20900,923.9610963748894,True,1
807,,,3500,3500,3500, 36 months,10.72,114.13,B,B2,Global Product marketing manager ,2 years,OWN,195000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,750xx,TX,11.58,0,Feb-00,0,40.0,,17,0,38231,56.1,25,w,3333.53,3333.53,225.13,225.13,166.47,58.66,0,0,0,Feb-19,114.13,Mar-19,Feb-19,0,40.0,1,Individual,,,,0,0,81666,1,3,1,1,10.0,43435,82.0,2,2,14080,63,68200,2,0,2,3,5833,29969.0,56.1,0,0,219.0,226,4,4,1,4.0,,8.0,,2,10,10,14,14,9,14,15,10,17,0.0,0,0,3,91.7,45.5,0,0,130338,81666,68200,62138,,,,,,,,,,,,N,7000,326.4925373134328,False,1
808,,,6000,6000,6000, 36 months,13.56,203.79,C,C1,Service Coordinator ,1 year,RENT,35000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,174xx,PA,3.77,0,Jul-06,0,63.0,,4,0,2959,24.7,9,f,5726.48,5726.48,400.8,400.8,273.52,127.28,0,0,0,Feb-19,203.79,Mar-19,Feb-19,0,63.0,1,Individual,,,,0,188,2959,0,0,0,0,117.0,0,,1,3,2046,25,12000,0,0,1,3,740,6124.0,32.0,0,0,149.0,130,7,7,0,7.0,63.0,7.0,63.0,1,2,3,2,4,3,4,6,3,4,0.0,0,0,1,77.8,0.0,0,0,12000,2959,9000,0,,,,,,,,,,,,N,12000,442.4778761061947,False,2
809,,,10800,10800,10800, 60 months,10.72,233.32,B,B2,Cnc operator,9 years,MORTGAGE,59999,Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,770xx,TX,27.77,0,Dec-12,0,39.0,,8,0,8499,41.7,18,w,10525.42,10525.42,456.99,456.99,274.58,182.41,0,0,0,Feb-19,233.32,Mar-19,Feb-19,0,,1,Individual,,,,0,0,148318,0,2,2,3,11.0,51504,91.0,2,2,3937,72,20400,2,4,4,5,18540,6719.0,48.7,0,0,68.0,72,12,11,1,12.0,,11.0,,0,3,4,3,5,9,5,8,4,8,0.0,0,0,4,94.4,0.0,0,0,186335,60003,13100,73312,,,,,,,,,,,,N,21600,1007.4626865671642,False,1
810,,,8500,8500,8500, 36 months,8.81,269.55,A,A5,Teacher,10+ years,MORTGAGE,67000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,281xx,NC,29.03,0,Oct-96,0,,96.0,8,1,8483,54.0,10,w,8084.19,8084.19,532.86,532.86,415.81,117.05,0,0,0,Feb-19,269.55,Mar-19,Feb-19,0,,1,Joint App,107000.0,18.99,Verified,0,0,55536,0,5,1,3,7.0,47053,73.0,0,0,8317,69,15700,1,0,0,3,6942,1383.0,85.7,0,0,88.0,266,55,7,0,55.0,,13.0,,0,1,2,1,1,7,3,3,2,8,0.0,0,0,1,100.0,100.0,1,0,80642,55536,9700,64942,14088.0,Aug-11,0.0,0.0,7.0,24.1,4.0,3.0,0.0,0.0,,N,17000,964.8127128263336,False,0
